ID del Cliente,Zona,Canal,Producto,Monto de Venta,Edad del Cliente,¿Capacitado?,Inversión en Publicidad,Mes,Asesor,% Cumplimiento Objetivo,% Clientes Nuevos,Participación en Campañas,Antigüedad del Asesor (meses)
C00732,Centro,Unknown,Ahorro Plus,6197.11,32,Sí,3257.14,Mayo,A39,91.5,0.53,Alta,8
C00733,Sur,Unknown,Plan Retiro,16948.0,-1,Sí,4511.08,Marzo,A19,121.58,0.64,Ninguna,51
C00734,,Call Center,Ahorro Plus,8857.01,55,Sí,866.36,Marzo,A31,71.85,0.8,Media,42
C00735,,Digital,Ahorro Plus,19712.84,51,Sí,1458.69,Mayo,A35,101.32,0.45,Media,31
C00736,,Digital,Inversión Segura,19302.28,58,Sí,3675.61,Marzo,A10,89.38,0.43,Media,26
C00737,,Call Center,Ahorro Plus,25386.9,39,No,4363.97,Marzo,A28,90.03,0.71,Media,18
C00738,,Unknown,Inversión Segura,22106.41,41,Sí,2510.11,Febrero,A5,77.81,0.57,Alta,58
C00739,Este,Unknown,Inversión Segura,14171.14,66,No,1001.76,Marzo,A9,105.29,0.16,Baja,18
C00740,,Agente,Inversión Segura,9591.26,54,Sí,4431.92,Mayo,A39,99.79,0.81,Alta,57
C00741,Este,Digital,Plan Retiro,17828.44,-1,Desconocido,2188.93,Enero,A28,102.5,0.12,Alta,7
C00742,,Unknown,Plan Retiro,14696.34,18,No,2638.75,Enero,A35,92.54,0.7,Baja,48
C00743,,Call Center,Plan Retiro,22755.78,27,Sí,3319.04,Enero,A29,85.13,0.71,Alta,38
C00744,Sur,Unknown,Plan Retiro,4168.1,60,No,2333.57,Mayo,A24,89.0,0.86,Media,48
C00745,Sur,Unknown,Ahorro Plus,25940.28,33,No,2123.87,Enero,A33,96.5,0.14,Media,16
C00746,Centro,Sucursal,Ahorro Plus,17659.95,63,No,2142.2,Febrero,A31,59.92,0.58,Media,55
C00747,,Digital,Plan Retiro,10934.94,25,No,4857.93,Mayo,A10,103.09,0.44,Baja,56
C00748,Sur,Call Center,Ahorro Plus,18669.95,66,No,4159.61,Mayo,A15,-5.0,0.36,Baja,33
C00749,Sur,Agente,Ahorro Plus,21487.11,42,No,3574.52,Mayo,A35,97.21,0.17,Baja,56
C00750,Oeste,Unknown,Inversión Segura,15571.73,67,Sí,813.57,Marzo,A28,85.79,0.55,Baja,51
C00751,Oeste,Unknown,Inversión Segura,6175.4,29,Sí,3578.19,Marzo,A43,87.58,0.48,Alta,3
C00752,Centro,Call Center,Inversión Segura,13530.76,42,No,3524.2,Marzo,A50,100.61,0.18,Media,38
C00753,,Agente,Inversión Segura,20196.98,34,Sí,1721.87,Abril,A36,86.13,0.59,Media,4
C00754,,Unknown,Ahorro Plus,17483.32,43,No,3258.71,Febrero,A46,103.03,0.69,Media,36
C00755,Oeste,Unknown,Plan Retiro,14217.46,63,Sí,4051.49,Mayo,A34,87.39,0.71,Ninguna,4
C00756,,Call Center,Ahorro Plus,21541.58,65,No,3569.37,Mayo,A7,115.71,0.82,Ninguna,42
C00757,Norte,Unknown,Ahorro Plus,18696.53,31,Desconocido,2319.83,Marzo,A15,115.3,0.43,Alta,9
C00758,Oeste,Unknown,Ahorro Plus,19081.7,58,Sí,3013.26,Mayo,A17,85.05,0.86,Alta,40
C00759,,Unknown,Inversión Segura,12946.83,53,Sí,3730.36,Mayo,A10,88.78,0.79,Alta,51
C00760,,Unknown,Inversión Segura,12463.08,40,No,3059.45,Enero,A15,89.66,0.34,Alta,17
C00761,Centro,Unknown,Inversión Segura,6500.2,60,No,4254.28,Mayo,A32,89.87,0.23,Alta,17
C00762,Norte,Sucursal,Plan Retiro,13703.04,23,Sí,3395.68,Abril,A16,-5.0,0.45,Media,33
C00763,,Unknown,Ahorro Plus,19676.96,64,Sí,3752.92,Marzo,A19,73.69,0.42,Ninguna,20
C00764,,Unknown,Plan Retiro,13979.53,22,Desconocido,3821.4,Febrero,A5,108.75,0.56,Baja,14
C00765,,Agente,Inversión Segura,17227.69,60,No,1933.32,Febrero,A44,106.35,0.57,Alta,22
C00766,,Unknown,Plan Retiro,20556.0,42,Sí,3049.99,Enero,A45,106.09,0.7,Media,52
C00767,,Unknown,Ahorro Plus,16864.16,35,Sí,2667.65,Febrero,A47,88.96,0.51,Media,27
C00768,,Unknown,Ahorro Plus,17352.57,30,No,4043.85,Febrero,A18,118.38,0.18,Ninguna,43
C00769,,Unknown,Inversión Segura,8210.89,60,Sí,3463.23,Marzo,A24,89.66,0.79,Ninguna,3
C00770,Norte,Sucursal,Inversión Segura,13387.18,31,Sí,2811.79,Marzo,A7,102.94,0.35,Ninguna,24
C00771,,Agente,Plan Retiro,23633.13,45,No,1718.15,Abril,A37,69.17,0.88,Media,30
C00772,Este,Call Center,Inversión Segura,15518.99,35,Sí,1403.09,Enero,A24,86.55,0.19,Baja,8
C00773,Norte,Unknown,Inversión Segura,24483.69,45,No,3310.34,Febrero,A35,87.66,0.87,Desconocido,22
C00774,,Unknown,Ahorro Plus,11384.42,68,Sí,2282.79,Abril,A50,89.02,0.17,Media,25
C00775,Norte,Sucursal,Inversión Segura,16169.74,-1,No,3666.13,Enero,A10,70.12,0.28,Alta,10
C00776,Sur,Digital,Inversión Segura,13086.61,49,No,1356.86,Febrero,A38,100.56,0.14,Media,49
C00777,Este,Sucursal,Ahorro Plus,17959.92,64,Sí,4592.95,Febrero,A25,105.43,0.66,Baja,29
C00778,,Sucursal,Ahorro Plus,19475.04,-1,No,3663.86,Marzo,A38,78.84,0.78,Alta,40
C00779,,Agente,Plan Retiro,18012.33,57,Sí,3099.19,Mayo,A34,72.79,0.45,Alta,54
C00780,,Call Center,Inversión Segura,20209.26,49,No,4683.06,Enero,A24,78.47,0.84,Alta,1
C00781,,Digital,Ahorro Plus,14934.14,37,No,3948.42,Febrero,A38,97.43,0.57,Alta,52
C00782,,Unknown,Plan Retiro,14047.36,45,Sí,2525.0,Enero,A47,81.05,0.6,Alta,21
C00783,Centro,Unknown,Plan Retiro,6209.03,50,Sí,3077.58,Abril,A20,87.99,0.78,Alta,39
C00784,,Unknown,Inversión Segura,18192.25,21,Sí,1035.73,Abril,A46,73.9,0.34,Alta,24
C00785,,Sucursal,Inversión Segura,15860.92,63,No,4064.19,Mayo,A19,119.69,0.38,Alta,9
C00786,Sur,Agente,Plan Retiro,14660.43,51,Sí,2704.05,Febrero,A31,91.1,0.82,Ninguna,44
C00787,,Agente,Ahorro Plus,14045.91,65,Sí,1022.78,Marzo,A7,107.25,0.82,Media,54
C00788,Sur,Unknown,Plan Retiro,14815.6,20,Sí,1818.16,Febrero,A18,97.4,0.88,Alta,26
C00789,,Unknown,Inversión Segura,13818.82,43,Sí,3870.91,Enero,A28,89.37,0.82,Media,9
C00790,Centro,Unknown,Ahorro Plus,12359.83,25,No,4613.8,Abril,A14,88.6,0.2,Ninguna,20
C00791,,Unknown,Ahorro Plus,16197.94,23,Sí,3020.43,Enero,A39,79.12,0.76,Baja,56
C00792,,Digital,Plan Retiro,17420.8,33,No,2017.95,Mayo,A28,83.24,0.43,Alta,35
C00793,Sur,Call Center,Inversión Segura,11147.16,41,Sí,1579.25,Abril,A47,74.88,0.89,Media,36
C00794,Sur,Digital,Plan Retiro,12996.32,65,Sí,4414.61,Marzo,A28,73.25,0.48,Baja,42
C00795,,Unknown,Plan Retiro,13976.89,56,No,3449.47,Abril,A39,121.3,0.54,Baja,36
C00796,,Unknown,Plan Retiro,15024.07,47,Desconocido,2669.86,Febrero,A2,94.18,0.52,Baja,54
C00797,Oeste,Call Center,Ahorro Plus,14359.07,62,No,2431.73,Febrero,A45,111.99,0.36,Ninguna,9
C00798,,Unknown,Ahorro Plus,18298.61,30,Sí,3671.83,Abril,A28,78.09,0.16,Ninguna,22
C00799,,Call Center,Inversión Segura,6738.16,22,Sí,3644.32,Mayo,A35,71.23,0.82,Media,1
C00800,,Agente,Inversión Segura,7624.81,42,No,2103.42,Febrero,A32,75.33,0.74,Media,5
C00801,Norte,Unknown,Plan Retiro,15967.85,37,Sí,1857.63,Febrero,A23,83.67,0.21,Baja,9
C00802,,Sucursal,Plan Retiro,11986.57,35,Sí,1908.1,Marzo,A8,90.55,0.72,Ninguna,37
C00803,,Sucursal,Plan Retiro,19421.21,64,No,2531.78,Abril,A43,87.74,0.6,Alta,38
C00804,,Unknown,Inversión Segura,20849.0,35,No,2310.21,Febrero,A29,78.4,0.43,Ninguna,19
C00805,,Agente,Ahorro Plus,16168.74,19,Desconocido,4618.09,Mayo,A27,91.32,0.3,Alta,8
C00806,Norte,Digital,Ahorro Plus,9640.13,27,Desconocido,2496.22,Enero,A20,92.63,0.79,Media,42
C00807,Este,Agente,Plan Retiro,20272.97,62,No,1750.33,Abril,A38,100.53,0.66,Ninguna,43
C00808,,Sucursal,Plan Retiro,15994.51,67,Sí,1806.5,Marzo,A35,112.06,0.54,Alta,32
C00809,Este,Sucursal,Plan Retiro,7565.32,64,Sí,2816.03,Febrero,A21,84.54,0.59,Media,13
C00810,,Unknown,Plan Retiro,8007.4,29,No,1177.88,Mayo,A18,108.23,0.17,Alta,20
C00811,Sur,Agente,Inversión Segura,22584.73,64,No,2939.88,Abril,A49,90.99,0.48,Media,36
C00812,,Agente,Ahorro Plus,21755.68,30,No,1663.79,Mayo,A49,67.09,0.25,Alta,43
C00813,Centro,Sucursal,Plan Retiro,2414.28,67,Sí,4158.61,Mayo,A32,116.75,0.27,Media,44
C00814,Este,Digital,Inversión Segura,8211.05,64,Sí,3116.56,Marzo,A23,124.09,0.63,Media,37
C00815,,Unknown,Plan Retiro,20704.28,28,No,5121.02,Abril,A32,99.29,0.83,Ninguna,30
C00816,Centro,Unknown,Plan Retiro,14907.54,36,Sí,2771.8,Febrero,A17,91.35,0.42,Ninguna,10
C00817,,Unknown,Ahorro Plus,18509.25,52,Sí,-131.74,Marzo,A6,85.93,0.27,Alta,31
C00818,,Agente,Plan Retiro,14690.24,-1,No,4457.68,Febrero,A10,83.04,0.62,Baja,25
C00819,Norte,Unknown,Ahorro Plus,18272.46,43,No,3501.92,Enero,A45,108.16,0.8,Alta,29
C00820,Sur,Sucursal,Ahorro Plus,15029.17,63,Sí,3656.91,Mayo,A35,89.74,0.7,Alta,24
C00821,,Sucursal,Ahorro Plus,12811.96,31,No,1997.42,Enero,A40,115.11,0.8,Alta,39
C00822,,Agente,Inversión Segura,20293.72,62,No,2957.15,Mayo,A1,90.52,0.53,Ninguna,21
C00823,Oeste,Agente,Inversión Segura,16010.27,61,Sí,3186.46,Marzo,A19,83.81,0.7,Ninguna,41
C00824,,Unknown,Ahorro Plus,18261.94,41,Sí,2762.18,Febrero,A29,80.98,0.21,Alta,9
C00825,Este,Unknown,Plan Retiro,15787.24,58,Sí,1265.64,Febrero,A5,78.84,0.38,Alta,42
C00826,,Unknown,Ahorro Plus,12568.22,18,Sí,5768.69,Marzo,A50,97.71,0.41,Alta,42
C00827,Centro,Agente,Plan Retiro,23041.95,68,Desconocido,3835.83,Abril,A25,70.58,0.51,Media,2
C00828,,Digital,Ahorro Plus,16774.84,60,Sí,3420.58,Enero,A41,77.72,0.84,Media,4
C00829,,Unknown,Plan Retiro,13224.76,39,No,4313.89,Enero,A10,109.87,0.8,Alta,8
C00830,Oeste,Agente,Inversión Segura,21391.65,40,Sí,3644.19,Febrero,A9,75.68,0.21,Baja,32
C00831,,Call Center,Plan Retiro,8395.88,36,Sí,2322.8,Febrero,A32,102.94,0.24,Media,14
C00832,Norte,Unknown,Ahorro Plus,26181.42,35,No,4249.78,Febrero,A48,-5.0,0.39,Ninguna,49
C00833,Oeste,Call Center,Inversión Segura,14104.25,29,Sí,3852.22,Marzo,A6,111.75,0.33,Baja,13
C00834,,Sucursal,Plan Retiro,8659.93,45,No,,Abril,A43,70.95,0.59,Media,21
C00835,Oeste,Unknown,Plan Retiro,24529.71,45,Sí,3790.01,Enero,A29,76.85,0.82,Baja,24
C00836,,Unknown,Plan Retiro,12684.16,50,Sí,2759.43,Mayo,A15,100.21,0.87,Ninguna,50
C00837,,Agente,Plan Retiro,16216.22,36,No,3208.48,Marzo,A5,94.06,0.62,Alta,18
C00838,,Call Center,Plan Retiro,18588.45,45,Sí,3599.65,Enero,A30,103.42,0.77,Media,45
C00839,Este,Unknown,Inversión Segura,20920.86,69,No,4368.5,Abril,A33,70.83,0.52,Ninguna,40
C00840,,Sucursal,Inversión Segura,16498.87,66,No,2354.0,Marzo,A9,85.7,0.27,Alta,26
C00841,,Unknown,Inversión Segura,11763.42,54,Sí,3364.96,Enero,A22,80.74,0.52,Alta,32
C00842,,Digital,Inversión Segura,16094.96,43,Sí,5015.73,Marzo,A38,73.35,0.54,Media,44
C00843,,Unknown,Ahorro Plus,12903.42,52,No,2823.95,Enero,A33,98.94,0.69,Ninguna,57
C00844,Sur,Unknown,Inversión Segura,16245.06,51,No,3196.56,Enero,A36,104.15,0.28,Baja,55
C00845,Sur,Unknown,Plan Retiro,23140.75,52,Sí,5014.23,Abril,A8,84.95,0.39,Ninguna,56
C00846,,Digital,Plan Retiro,18779.63,57,No,3637.48,Mayo,A45,112.84,0.39,Media,53
C00847,Oeste,Unknown,Inversión Segura,16033.23,33,Sí,1526.02,Abril,A45,78.21,0.87,Alta,33
C00848,Este,Sucursal,Plan Retiro,18692.45,55,No,2204.52,Enero,A35,112.48,0.46,Media,52
C00849,,Sucursal,Inversión Segura,19050.4,30,Sí,3689.58,Marzo,A42,98.43,0.7,Baja,31
C00850,,Digital,Plan Retiro,9610.63,40,No,3423.0,Abril,A15,71.65,0.7,Alta,18
C00851,Centro,Unknown,Ahorro Plus,15208.61,39,No,3162.58,Mayo,A37,-5.0,0.31,Alta,35
C00852,Este,Agente,Ahorro Plus,27812.64,33,Sí,5161.22,Enero,A11,83.33,0.56,Alta,12
C00853,Este,Call Center,Inversión Segura,21064.1,45,Sí,2382.51,Abril,A50,108.08,0.82,Media,51
C00854,,Agente,Inversión Segura,12482.82,65,Sí,2925.59,Abril,A30,92.18,0.48,Ninguna,25
C00855,,Unknown,Inversión Segura,11983.96,52,Desconocido,1036.89,Abril,A37,95.62,0.86,Baja,45
C00856,Norte,Call Center,Plan Retiro,11817.37,62,Sí,4160.66,Abril,A42,103.52,0.27,Ninguna,31
C00857,,Digital,Inversión Segura,N/A,63,Sí,2201.15,Marzo,A19,102.69,0.16,Alta,10
C00858,,Digital,Ahorro Plus,23038.2,25,No,4057.14,Mayo,A44,84.87,0.81,Ninguna,47
C00859,Sur,Unknown,Plan Retiro,17910.84,61,No,,Mayo,A30,97.97,0.78,Ninguna,52
C00860,,Call Center,Inversión Segura,15785.81,39,No,5349.1,Enero,A13,96.85,0.89,Media,34
C00861,Centro,Sucursal,Plan Retiro,12779.22,38,No,3649.28,Febrero,A26,93.2,0.64,Ninguna,51
C00862,,Call Center,Plan Retiro,16646.87,43,Sí,2643.91,Marzo,A41,86.95,0.85,Alta,3
C00863,,Unknown,Inversión Segura,10899.39,57,Desconocido,3453.62,Enero,A2,93.17,0.76,Ninguna,46
C00864,Sur,Sucursal,Plan Retiro,5321.17,38,Sí,2240.75,Enero,A29,119.51,0.78,Ninguna,39
C00865,Oeste,Unknown,Ahorro Plus,23184.13,42,Sí,3319.16,Abril,A13,85.57,0.56,Baja,8
C00866,,Unknown,Ahorro Plus,9970.94,58,No,2799.1,Febrero,A5,108.1,0.41,Media,32
C00867,,Unknown,Plan Retiro,13375.84,18,No,2929.66,Febrero,A26,80.71,0.85,Alta,43
C00868,,Digital,Inversión Segura,18281.79,23,Sí,2101.63,Marzo,A42,76.78,0.45,Media,29
C00869,Este,Call Center,Plan Retiro,22172.33,40,No,3300.45,Febrero,A9,139.15,0.53,Media,22
C00870,Sur,Unknown,Ahorro Plus,16285.65,68,Sí,3824.23,Enero,A29,98.1,0.46,Baja,20
C00871,Este,Agente,Plan Retiro,9031.45,40,Sí,1347.9,Febrero,A12,98.51,0.55,Baja,6
C00872,Norte,Unknown,Plan Retiro,13493.27,60,No,2311.41,Febrero,A44,98.93,0.48,Ninguna,43
C00873,Este,Agente,Ahorro Plus,N/A,60,Sí,3168.05,Mayo,A23,111.11,0.14,Alta,49
C00874,Norte,Unknown,Plan Retiro,14808.94,40,Sí,652.68,Enero,A3,96.12,0.81,Ninguna,29
C00875,Norte,Unknown,Plan Retiro,21159.92,49,No,4740.26,Febrero,A2,102.24,0.46,Ninguna,42
C00876,,Unknown,Inversión Segura,2313.06,47,Desconocido,2288.89,Febrero,A4,74.12,0.57,Baja,56
C00877,,Agente,Inversión Segura,12943.05,30,No,2061.91,Abril,A37,104.76,0.21,Alta,17
C00878,Oeste,Call Center,Ahorro Plus,12579.75,60,No,2792.66,Febrero,A28,86.45,0.1,Alta,31
C00879,Este,Call Center,Ahorro Plus,8716.19,35,No,3137.37,Febrero,A30,100.08,0.3,Alta,53
C00880,Sur,Agente,Ahorro Plus,17927.45,40,Desconocido,2243.53,Mayo,A25,64.27,0.66,Baja,34
C00881,Norte,Unknown,Inversión Segura,7925.12,32,No,3980.41,Enero,A31,99.45,0.18,Baja,38
C00882,,Call Center,Ahorro Plus,8500.53,50,Sí,3399.71,Marzo,A7,56.37,0.83,Ninguna,57
C00883,Centro,Unknown,Ahorro Plus,19255.35,38,Sí,2162.76,Enero,A42,85.86,0.27,Media,37
C00884,,Sucursal,Ahorro Plus,22502.86,56,No,2477.59,Abril,A16,64.42,0.26,Media,4
C00885,,Unknown,Inversión Segura,14619.52,40,No,1483.23,Enero,A48,99.5,0.25,Baja,2
C00886,Oeste,Unknown,Plan Retiro,8913.02,44,No,1746.66,Febrero,A11,91.04,0.11,Ninguna,12
C00887,,Unknown,Ahorro Plus,11472.23,62,No,3387.6,Abril,A29,78.44,0.72,Ninguna,35
C00888,,Unknown,Plan Retiro,20040.01,61,Desconocido,2173.14,Enero,A16,111.52,0.8,Ninguna,6
C00889,Centro,Unknown,Ahorro Plus,15582.19,35,Sí,4804.28,Abril,A38,76.55,0.59,Media,56
C00890,,Unknown,Plan Retiro,14494.81,41,Sí,3070.92,Marzo,A50,44.53,0.25,Baja,46
C00891,Centro,Unknown,Inversión Segura,16565.25,68,Sí,1647.18,Enero,A32,97.7,0.33,Ninguna,8
C00892,Este,Call Center,Inversión Segura,14811.7,64,Sí,1856.65,Febrero,A14,63.5,0.48,Media,21
C00893,Norte,Sucursal,Ahorro Plus,22728.56,57,Sí,4052.97,Abril,A7,77.02,0.86,Alta,53
C00894,Oeste,Unknown,Plan Retiro,11254.28,68,Sí,2923.49,Mayo,A20,82.24,0.3,Alta,58
C00895,,Unknown,Inversión Segura,10680.2,59,No,3991.99,Abril,A9,68.64,0.69,Alta,46
C00896,Norte,Call Center,Ahorro Plus,8082.73,24,No,2633.51,Mayo,A2,82.59,0.45,Baja,35
C00897,,Digital,Ahorro Plus,12300.06,67,No,2439.77,Febrero,A48,68.92,0.34,Alta,48
C00898,,Call Center,Inversión Segura,9540.12,65,No,4119.45,Marzo,A3,92.44,0.46,Alta,15
C00899,,Unknown,Inversión Segura,16090.38,37,Sí,2141.42,Mayo,A29,71.57,0.16,Alta,7
C00900,,Call Center,Ahorro Plus,15104.74,44,No,3489.05,Marzo,A27,90.45,0.74,Media,15
C00901,Sur,Call Center,Plan Retiro,9604.62,23,No,2788.22,Abril,A37,107.43,0.29,Media,45
C00902,Norte,Sucursal,Plan Retiro,17945.7,44,No,3878.72,Febrero,A46,101.74,0.68,Baja,6
C00903,Oeste,Call Center,Plan Retiro,22584.06,26,Sí,4818.48,Mayo,A25,88.77,0.15,Alta,47
C00904,Centro,Unknown,Ahorro Plus,16789.19,62,Sí,2607.82,Abril,A20,75.17,0.86,Alta,17
C00905,Oeste,Sucursal,Inversión Segura,2282.51,48,Sí,2452.86,Enero,A37,92.39,0.25,Media,4
C00906,,Agente,Ahorro Plus,24935.65,38,No,3665.81,Abril,A43,79.56,0.81,Media,22
C00907,,Digital,Inversión Segura,18734.62,43,No,,Marzo,A23,93.02,0.75,Alta,32
C00908,Centro,Sucursal,Plan Retiro,24782.09,57,No,4616.47,Febrero,A17,64.27,0.87,Alta,59
C00909,Sur,Unknown,Plan Retiro,20453.62,65,No,4446.02,Febrero,A48,102.11,0.48,Ninguna,22
C00910,Sur,Agente,Inversión Segura,21452.58,62,No,2000.88,Abril,A27,90.5,0.68,Baja,27
C00911,Norte,Sucursal,Inversión Segura,16026.33,30,Desconocido,1416.88,Enero,A23,123.13,0.4,Alta,46
C00912,,Sucursal,Ahorro Plus,13688.52,66,Sí,1839.42,Marzo,A4,109.59,0.25,Alta,15
C00913,,Digital,Plan Retiro,16867.41,40,Sí,1854.63,Abril,A28,98.49,0.45,Ninguna,44
C00914,,Unknown,Ahorro Plus,11456.07,-1,Desconocido,3801.76,Abril,A16,88.14,0.23,Baja,51
C00915,,Unknown,Ahorro Plus,17169.4,54,Sí,4549.17,Febrero,A31,79.06,0.89,Media,22
C00916,Oeste,Unknown,Ahorro Plus,1866.07,45,Desconocido,3790.13,Marzo,A31,104.14,0.18,Baja,28
C00917,Sur,Unknown,Plan Retiro,15214.66,34,Desconocido,2763.81,Enero,A23,86.56,0.57,Baja,42
C00918,Oeste,Sucursal,Ahorro Plus,21723.38,45,No,3342.5,Febrero,A46,107.53,0.6,Baja,38
C00919,Oeste,Call Center,Ahorro Plus,15471.54,58,No,2130.22,Abril,A37,96.01,0.53,Media,57
C00920,Oeste,Unknown,Ahorro Plus,23637.41,19,No,4097.21,Febrero,A8,96.12,0.63,Media,9
C00921,Sur,Agente,Ahorro Plus,13681.27,42,No,3432.03,Febrero,A25,98.92,0.19,Alta,34
C00922,,Call Center,Ahorro Plus,20013.25,67,Sí,3773.2,Mayo,A2,76.21,0.54,Ninguna,36
C00923,Este,Call Center,Ahorro Plus,10608.65,58,Sí,2272.46,Febrero,A30,74.67,0.33,Baja,9
C00924,,Unknown,Plan Retiro,19809.78,23,Sí,2831.4,Febrero,A17,74.15,0.85,Alta,15
C00925,,Unknown,Ahorro Plus,16162.97,28,No,3725.07,Marzo,A39,105.71,0.71,Ninguna,45
C00926,,Sucursal,Inversión Segura,13901.25,55,Sí,4443.51,Febrero,A5,75.81,0.88,Ninguna,20
C00927,Centro,Sucursal,Ahorro Plus,2130.59,23,Sí,2391.9,Enero,A41,77.68,0.13,Ninguna,8
C00928,,Sucursal,Ahorro Plus,13728.12,62,Sí,3780.45,Abril,A45,98.06,0.33,Ninguna,58
C00929,,Sucursal,Plan Retiro,16067.27,28,No,2287.93,Marzo,A46,86.22,0.26,Ninguna,28
C00930,,Unknown,Plan Retiro,19143.55,31,Desconocido,5117.19,Febrero,A12,84.3,0.11,Alta,51
C00931,,Sucursal,Inversión Segura,22804.75,19,Desconocido,2585.18,Enero,A34,83.0,0.29,Desconocido,19
C00932,Sur,Unknown,Inversión Segura,25175.16,57,No,3643.51,Abril,A40,55.12,0.64,Ninguna,57
C00933,,Unknown,Plan Retiro,21231.34,20,No,3165.61,Marzo,A47,75.5,0.28,Alta,16
C00934,Norte,Unknown,Plan Retiro,12189.55,52,No,,Enero,A25,107.72,0.51,Alta,11
C00935,,Sucursal,Ahorro Plus,13475.98,50,No,3229.9,Febrero,A34,81.91,0.81,Ninguna,42
C00936,Norte,Digital,Plan Retiro,18694.58,41,No,2484.94,Mayo,A25,61.49,0.66,Alta,8
C00937,,Agente,Inversión Segura,17598.07,36,Sí,3639.51,Mayo,A32,74.88,0.42,Ninguna,33
C00938,Norte,Call Center,Ahorro Plus,23141.73,35,Desconocido,3617.24,Marzo,A20,95.4,0.4,Alta,10
C00939,Norte,Unknown,Inversión Segura,27396.95,66,Sí,2842.53,Enero,A41,95.1,0.46,Alta,18
C00940,,Unknown,Ahorro Plus,26335.9,69,Sí,1905.23,Abril,A35,85.59,0.24,Media,35
C00941,Centro,Unknown,Plan Retiro,22469.69,41,No,2472.0,Enero,A11,79.66,0.61,Alta,43
C00942,Oeste,Agente,Inversión Segura,17639.51,62,Sí,3881.5,Mayo,A28,68.97,0.39,Baja,50
C00943,,Unknown,Ahorro Plus,21746.63,52,Sí,1252.55,Marzo,A8,95.52,0.78,Media,3
C00944,,Digital,Ahorro Plus,23307.21,18,No,2751.95,Febrero,A26,102.57,0.71,Alta,40
C00945,Sur,Unknown,Plan Retiro,14263.5,53,Sí,3994.86,Enero,A7,109.33,0.59,Alta,27
C00946,,Call Center,Plan Retiro,12336.7,42,No,2906.5,Mayo,A37,73.34,0.39,Media,59
C00947,Sur,Call Center,Plan Retiro,11162.89,62,No,5173.71,Abril,A17,110.48,0.27,Alta,28
C00948,,Unknown,Inversión Segura,10618.08,66,No,1255.35,Marzo,A26,89.15,0.72,Baja,46
C00949,,Sucursal,Ahorro Plus,8090.02,60,No,2038.63,Febrero,A14,-5.0,0.49,Media,6
C00950,Sur,Unknown,Plan Retiro,16249.51,51,No,685.37,Enero,A3,103.4,0.28,Alta,47
C00951,,Digital,Inversión Segura,10001.24,42,No,4993.69,Abril,A18,81.89,0.26,Media,14
C00952,Sur,Unknown,Inversión Segura,11082.39,33,No,2055.01,Febrero,A20,57.54,0.23,Alta,7
C00953,,Digital,Inversión Segura,18506.28,51,No,1013.08,Mayo,A45,100.57,0.72,Alta,10
C00954,,Sucursal,Plan Retiro,15908.05,46,No,2388.08,Mayo,A43,95.23,0.28,Alta,15
C00955,Este,Unknown,Plan Retiro,17148.12,36,No,1607.19,Abril,A6,84.6,0.52,Ninguna,31
C00956,Norte,Unknown,Ahorro Plus,21825.74,40,Sí,,Mayo,A23,99.34,0.46,Ninguna,29
C00957,Este,Unknown,Ahorro Plus,19322.65,-1,Sí,3041.23,Marzo,A44,102.4,0.56,Ninguna,42
C00958,,Sucursal,Plan Retiro,22594.43,42,Desconocido,3804.92,Abril,A25,67.32,0.8,Media,54
C00959,Este,Unknown,Inversión Segura,15399.88,33,Sí,2825.33,Mayo,A50,90.34,0.79,Alta,17
C00960,,Unknown,Inversión Segura,23058.95,68,Sí,3025.29,Enero,A40,55.84,0.46,Media,59
C00961,,Sucursal,Inversión Segura,16798.68,26,No,2418.4,Mayo,A33,88.14,0.11,Baja,51
C00962,Norte,Agente,Ahorro Plus,15843.53,18,Sí,1488.3,Marzo,A35,84.41,0.44,Ninguna,29
C00963,Oeste,Call Center,Inversión Segura,22307.63,59,Sí,1153.46,Febrero,A15,97.38,0.58,Alta,49
C00964,,Unknown,Ahorro Plus,10639.23,36,Desconocido,2635.51,Febrero,A37,73.9,0.55,Alta,44
C00965,Norte,Unknown,Ahorro Plus,25118.0,50,No,3084.64,Mayo,A2,83.68,0.62,Baja,15
C00966,Este,Unknown,Inversión Segura,13589.5,51,Sí,2561.39,Febrero,A9,41.76,0.22,Ninguna,26
C00967,,Digital,Inversión Segura,8909.46,33,Desconocido,1190.67,Mayo,A40,98.36,0.62,Ninguna,12
C00968,Centro,Agente,Plan Retiro,18267.51,61,Desconocido,3201.4,Marzo,A45,88.67,0.25,Baja,25
C00969,,Unknown,Plan Retiro,13113.39,57,Sí,4629.3,Febrero,A21,91.31,0.7,Ninguna,41
C00970,Oeste,Sucursal,Inversión Segura,25129.04,35,Sí,2885.35,Enero,A28,67.6,0.37,Media,5
C00971,,Sucursal,Ahorro Plus,12835.5,51,No,2420.47,Mayo,A28,95.97,0.67,Ninguna,4
C00972,Norte,Sucursal,Ahorro Plus,N/A,42,No,2939.51,Febrero,A22,114.79,0.14,Ninguna,44
C00973,,Sucursal,Ahorro Plus,7872.03,62,No,1895.62,Marzo,A34,87.23,0.43,Ninguna,48
C00974,,Digital,Ahorro Plus,19064.57,23,No,1831.1,Marzo,A38,99.75,0.66,Media,41
C00975,Este,Agente,Ahorro Plus,11113.05,38,No,3451.41,Enero,A41,76.94,0.28,Alta,57
